Nombre,Correo,venta,link_venta,alquiler,link_alquiler,Whatsapp,Teléfono
NHR BIENES RAICES,nhr@nhr-bienesraices.com,31,https://cabaprop.com.ar/_nhr_bienes_raices/81807/propiedades/comprar?pagina=1,31,https://cabaprop.com.ar/_nhr_bienes_raices/81807/propiedades/comprar?pagina=1,5491157641000,5491157641000,
NICO PROPIEDADES,info@nicopropiedades.com.ar,44,https://cabaprop.com.ar/_nico_propiedades/81327/propiedades/comprar?pagina=1,,,114602-5700,4638-3636,
NICOLARI PROPIEDADES,g_nicolari@hotmail.com,11,https://cabaprop.com.ar/_nicolari_propiedades/81553/propiedades/comprar?pagina=1,,,,541158372668,
NIRO Operaciones Inmobiliarias,niro@niroinmobiliaria.com,108,https://cabaprop.com.ar/_niro_operaciones_inmobiliarias/82266/propiedades/comprar?pagina=1,108,https://cabaprop.com.ar/_niro_operaciones_inmobiliarias/82266/propiedades/comprar?pagina=1,,54 9 11 28716334,
NOLE PROPIEDADES,nole_prop@yahoo.com.ar,37,https://cabaprop.com.ar/_nole_propiedades/81120/propiedades/comprar?pagina=1,37,https://cabaprop.com.ar/_nole_propiedades/81120/propiedades/comprar?pagina=1,541152605390,541152605390,
NORA GUERSCHANIK PROPIEDADES,nora@myg.com.ar,7,https://cabaprop.com.ar/_nora_guerschanik_propiedades/81075/propiedades/comprar?pagina=1,7,https://cabaprop.com.ar/_nora_guerschanik_propiedades/81075/propiedades/comprar?pagina=1,1144493339,5491144493339,
NUCLEO PROPIEDADES,info@nucleopropiedades.com.ar,10,https://cabaprop.com.ar/_nucleo_propiedades/81184/propiedades/comprar?pagina=1,10,https://cabaprop.com.ar/_nucleo_propiedades/81184/propiedades/comprar?pagina=1,+5491160197444,541160197444,
NUEVO SIGLO PROPIEDADES SAS,inmobiliarianuevosiglo@gmail.com,30,https://cabaprop.com.ar/_nuevo_siglo_propiedades_sas/81397/propiedades/comprar?pagina=1,30,https://cabaprop.com.ar/_nuevo_siglo_propiedades_sas/81397/propiedades/comprar?pagina=1,541169240551,541169240551,
NUOVACASA PROPIEDADES EXCLUSIVAS,nuovacasapropiedades@gmail.com,6,https://cabaprop.com.ar/_nuovacasa_propiedades_exclusivas/81360/propiedades/comprar?pagina=1,6,https://cabaprop.com.ar/_nuovacasa_propiedades_exclusivas/81360/propiedades/comprar?pagina=1,541169293943,01169293943,
O MORSELLI E HIJOS,info@morselli.com.ar,33,https://cabaprop.com.ar/_o_morselli_e_hijos/82582/propiedades/comprar?pagina=1,33,https://cabaprop.com.ar/_o_morselli_e_hijos/82582/propiedades/comprar?pagina=1,,1122980614,
OFASA PROPIEDADES,ofasa@som.com.ar,17,https://cabaprop.com.ar/_ofasa_propiedades/82427/propiedades/comprar?pagina=1,17,https://cabaprop.com.ar/_ofasa_propiedades/82427/propiedades/comprar?pagina=1,,5491141811001,
OMBU PROPIEDADES,ombupropiedades@gmail.com,13,https://cabaprop.com.ar/_ombu_propiedades/82036/propiedades/comprar?pagina=1,13,https://cabaprop.com.ar/_ombu_propiedades/82036/propiedades/comprar?pagina=1,5491155815070,45235070,
OPPEL S.A.,barrancas@oppel.com.ar,139,https://cabaprop.com.ar/_oppel_s.a./82250/propiedades/comprar?pagina=1,139,https://cabaprop.com.ar/_oppel_s.a./82250/propiedades/comprar?pagina=1,541162656068,4788-5000,
ORIGINAR NEGOCIOS INMOBILIARIOS,originar@fibertel.com.ar,19,https://cabaprop.com.ar/_originar_negocios_inmobiliarios/81592/propiedades/comprar?pagina=1,,,1150470062,50470062,
OSVALDO ARRUTI PROPIEDADES,info@osvaldoarruti.com.ar,45,https://cabaprop.com.ar/_osvaldo_arruti_propiedades/81134/propiedades/comprar?pagina=1,,,,48079008,
OsepiaN propiedades,nicolas@osepian.com,19,https://cabaprop.com.ar/_osepian_propiedades/84031/propiedades/comprar?pagina=1,,,5491140571246,5491140571246,
PABLO DI LERNIA NEGOCIOS INMOBILIARIOS,info@dilernia.com.ar,15,https://cabaprop.com.ar/_pablo_di_lernia_negocios_inmobiliarios/83720/propiedades/comprar?pagina=1,15,https://cabaprop.com.ar/_pablo_di_lernia_negocios_inmobiliarios/83720/propiedades/comprar?pagina=1,5491122998060,541122998060,
PABLO FONTANA PROPIEDADES,info@propiedadesfontana.com.ar,38,https://cabaprop.com.ar/_pablo_fontana_propiedades/81408/propiedades/comprar?pagina=1,38,https://cabaprop.com.ar/_pablo_fontana_propiedades/81408/propiedades/comprar?pagina=1,541169742121,541162930400,
PABLO OTTO NEGOCIOS INMOBILIARIOS,ottopablo1@yahoo.com.ar,36,https://cabaprop.com.ar/_pablo_otto_negocios_inmobiliarios/83092/propiedades/comprar?pagina=1,,,541158707758,541136545264,
PABLO URUS CORREDOR INMOBILIARIO,info@urus.com.ar,10,https://cabaprop.com.ar/_pablo_urus_corredor_inmobiliario/81009/propiedades/comprar?pagina=1,10,https://cabaprop.com.ar/_pablo_urus_corredor_inmobiliario/81009/propiedades/comprar?pagina=1,541135818699,11 3581-8699,
PALMEIRO PROPIEDADES,palmeiroprop@yahoo.com.ar,28,https://cabaprop.com.ar/_palmeiro_propiedades/81021/propiedades/comprar?pagina=1,28,https://cabaprop.com.ar/_palmeiro_propiedades/81021/propiedades/comprar?pagina=1,,541154164799,
PALOPOLI Bienes Raices,palopoli.bienesraices@gmail.com,7,https://cabaprop.com.ar/_palopoli_bienes_raices/84049/propiedades/comprar?pagina=1,7,https://cabaprop.com.ar/_palopoli_bienes_raices/84049/propiedades/comprar?pagina=1,+5491159281054,1159281054,
PAULO LUBNICKI,plbienesraices@hotmail.com,17,https://cabaprop.com.ar/_paulo_lubnicki/81758/propiedades/comprar?pagina=1,,,1154703020,0054 11 54703020,
PEDRETTI Negocios Inmobiliarios,info@pedretti.net.ar,11,https://cabaprop.com.ar/_pedretti_negocios_inmobiliarios/84234/propiedades/comprar?pagina=1,11,https://cabaprop.com.ar/_pedretti_negocios_inmobiliarios/84234/propiedades/comprar?pagina=1,1150429540,1150429540,
PELARATTI PROPIEDADES,info@pelaratti.com,46,https://cabaprop.com.ar/_pelaratti_propiedades/82135/propiedades/comprar?pagina=1,46,https://cabaprop.com.ar/_pelaratti_propiedades/82135/propiedades/comprar?pagina=1,5491134368894,5491134368894,
PELLONI DONATO GESTIÓN INMOBILIARIA,info@pellonidonato.com.ar,26,https://cabaprop.com.ar/_pelloni_donato_gestion_inmobiliaria/81364/propiedades/comprar?pagina=1,26,https://cabaprop.com.ar/_pelloni_donato_gestion_inmobiliaria/81364/propiedades/comprar?pagina=1,541127716402,4703-2636,
PERALTA MARIA PROPIEDADES,peraltamariapropiedades@gmail.com,11,https://cabaprop.com.ar/_peralta_maria_propiedades/83104/propiedades/comprar?pagina=1,11,https://cabaprop.com.ar/_peralta_maria_propiedades/83104/propiedades/comprar?pagina=1,,541127092639,
POLARIS REAL ESTATE CONSULTING,sandra@polarisrec.com,67,https://cabaprop.com.ar/_polaris_real_estate_consulting/83175/propiedades/comprar?pagina=1,,,,5491154815075,
POSADA VILLAVERDE,propiedadesposada@gmail.com,44,https://cabaprop.com.ar/_posada_villaverde/83997/propiedades/comprar?pagina=1,44,https://cabaprop.com.ar/_posada_villaverde/83997/propiedades/comprar?pagina=1,541140668284,1140668284,
PROMI PROPIEDADES,promipropiedades@gmail.com,329,https://cabaprop.com.ar/_promi_propiedades/82403/propiedades/comprar?pagina=1,329,https://cabaprop.com.ar/_promi_propiedades/82403/propiedades/comprar?pagina=1,5491157136330,1149617776,
PROVILAR INMOBILIARIA,provilar@gmail.com,11,https://cabaprop.com.ar/_provilar_inmobiliaria/81559/propiedades/comprar?pagina=1,11,https://cabaprop.com.ar/_provilar_inmobiliaria/81559/propiedades/comprar?pagina=1,1166524412,541166524412,
PUENTE PROPIEDADES,puenteprop@fibertel.com.ar,39,https://cabaprop.com.ar/_puente_propiedades/82808/propiedades/comprar?pagina=1,39,https://cabaprop.com.ar/_puente_propiedades/82808/propiedades/comprar?pagina=1,,5411454523333,
Pablo De Santis,inm@dfadministracion.com.ar,11,https://cabaprop.com.ar/_pablo_de_santis/84062/propiedades/comprar?pagina=1,11,https://cabaprop.com.ar/_pablo_de_santis/84062/propiedades/comprar?pagina=1,,1152777740,
Patricia Robutti Inmobiliaria,patriciarobutti@gmail.com,13,https://cabaprop.com.ar/_patricia_robutti_inmobiliaria/81864/propiedades/comprar?pagina=1,,,,1141688124,
QUINTANAR BAQUERO,roberto@quintanarbaquero.com.ar,196,https://cabaprop.com.ar/_quintanar_baquero/82511/propiedades/comprar?pagina=1,196,https://cabaprop.com.ar/_quintanar_baquero/82511/propiedades/comprar?pagina=1,541155921116,5365-9404,
R. CAUTERUCCIO NEGOCIOS Y GESTION INMOBILIARIA,rcaute@gmail.com,14,https://cabaprop.com.ar/_r._cauteruccio_negocios_y_gestion_inmobiliaria/81317/propiedades/comprar?pagina=1,,,,54 11 62182801,
R.CRUCITTA,rcrucitta@hotmail.com,86,https://cabaprop.com.ar/_r.crucitta/82814/propiedades/comprar?pagina=1,,,11562681880,541140801858,
RAPISARDA PROPIEDADES,info@rapisardaprop.com.ar,43,https://cabaprop.com.ar/_rapisarda_propiedades/82445/propiedades/comprar?pagina=1,43,https://cabaprop.com.ar/_rapisarda_propiedades/82445/propiedades/comprar?pagina=1,1131353851,49254545,
RAVEROT EVOLUCION INMOBILIARIA,raverotinmobiliaria@gmail.com,22,https://cabaprop.com.ar/_raverot_evolucion_inmobiliaria/83831/propiedades/comprar?pagina=1,22,https://cabaprop.com.ar/_raverot_evolucion_inmobiliaria/83831/propiedades/comprar?pagina=1,,54-1155788299,
REALI SOLUCIONES INMOBILIARIAS,ricardo@inmobiliariareali.com.ar,10,https://cabaprop.com.ar/_reali_soluciones_inmobiliarias/83302/propiedades/comprar?pagina=1,10,https://cabaprop.com.ar/_reali_soluciones_inmobiliarias/83302/propiedades/comprar?pagina=1,,541154284309,
REDFOX,am@red-fox.com.ar,21,https://cabaprop.com.ar/_redfox/83687/propiedades/comprar?pagina=1,21,https://cabaprop.com.ar/_redfox/83687/propiedades/comprar?pagina=1,541165800216,1165666417,
REY PETIT PROPIEDADES,beatriz@reypetit.com,22,https://cabaprop.com.ar/_rey_petit_propiedades/81049/propiedades/comprar?pagina=1,22,https://cabaprop.com.ar/_rey_petit_propiedades/81049/propiedades/comprar?pagina=1,5491144792382,1144792382,
RGMONTES S.A.,info@rgmontes.com,77,https://cabaprop.com.ar/_rgmontes_s.a./81248/propiedades/comprar?pagina=1,77,https://cabaprop.com.ar/_rgmontes_s.a./81248/propiedades/comprar?pagina=1,5491167618800,01167618800,
RICO ALCAZAR,info@ricoalcazar.com,158,https://cabaprop.com.ar/_rico_alcazar/81529/propiedades/comprar?pagina=1,158,https://cabaprop.com.ar/_rico_alcazar/81529/propiedades/comprar?pagina=1,+5491149455051,541149455051,
RINCONES DE BUENOS AIRES,info@rinconesbuenosaires.com.ar,34,https://cabaprop.com.ar/_rincones_de_buenos_aires/83772/propiedades/comprar?pagina=1,34,https://cabaprop.com.ar/_rincones_de_buenos_aires/83772/propiedades/comprar?pagina=1,+5491140285794,541140285794,
ROBERTO GALLARDO,robertogallardoprop@som.com.ar,29,https://cabaprop.com.ar/_roberto_gallardo/81856/propiedades/comprar?pagina=1,29,https://cabaprop.com.ar/_roberto_gallardo/81856/propiedades/comprar?pagina=1,,5491130331768,
ROBERTO GIL PROPIEDADES,info@robertogil.com.ar,59,https://cabaprop.com.ar/_roberto_gil_propiedades/82191/propiedades/comprar?pagina=1,59,https://cabaprop.com.ar/_roberto_gil_propiedades/82191/propiedades/comprar?pagina=1,1123728893,541123728893,
RODRIGO CAVANILLAS GOYA SERV INM,rc@rcgargentina.com,13,https://cabaprop.com.ar/_rodrigo_cavanillas_goya_serv_inm/82115/propiedades/comprar?pagina=1,13,https://cabaprop.com.ar/_rodrigo_cavanillas_goya_serv_inm/82115/propiedades/comprar?pagina=1,541150094772,11 5009-4772,
ROMA PROPIEDADES,diego@inmobiliariaroma.com.ar,6,https://cabaprop.com.ar/_roma_propiedades/83264/propiedades/comprar?pagina=1,6,https://cabaprop.com.ar/_roma_propiedades/83264/propiedades/comprar?pagina=1,5491158035305,541158035305,
ROMAN CIFRE PROPIEDADES,info@romancifre.com.ar,27,https://cabaprop.com.ar/_roman_cifre_propiedades/81064/propiedades/comprar?pagina=1,27,https://cabaprop.com.ar/_roman_cifre_propiedades/81064/propiedades/comprar?pagina=1,541162508286,54-11-62508286,
ROMANO NEGOCIOS INMOBILIARIOS,romano-prop@hotmail.com,11,https://cabaprop.com.ar/_romano_negocios_inmobiliarios/82986/propiedades/comprar?pagina=1,,,541132038451,4642-9448,
ROMAY BIENES RAÍCES,estudioromay@gmail.com,8,https://cabaprop.com.ar/_romay_bienes_raices/81505/propiedades/comprar?pagina=1,8,https://cabaprop.com.ar/_romay_bienes_raices/81505/propiedades/comprar?pagina=1,1140689819,+541140689819,
ROQUE CIAMPA INMOBILIARIA,roqueciampa@gmail.com,75,https://cabaprop.com.ar/_roque_ciampa_inmobiliaria/81081/propiedades/comprar?pagina=1,,,,null,
RUBEN FOTI NEGOCIOS INMOBILIAROS,rubenofoti@hotmail.com,21,https://cabaprop.com.ar/_ruben_foti_negocios_inmobiliaros/82802/propiedades/comprar?pagina=1,21,https://cabaprop.com.ar/_ruben_foti_negocios_inmobiliaros/82802/propiedades/comprar?pagina=1,,41459276,
RUBEN VIEYRA PROPIEDADES,gabriela@rubenvieyra.com,28,https://cabaprop.com.ar/_ruben_vieyra_propiedades/82531/propiedades/comprar?pagina=1,28,https://cabaprop.com.ar/_ruben_vieyra_propiedades/82531/propiedades/comprar?pagina=1,+5491158332338,1158332338,
RUBINSON PROPIEDADES,info@rubinson.com.ar,11,https://cabaprop.com.ar/_rubinson_propiedades/81990/propiedades/comprar?pagina=1,,,,541161655550,
RUIZ HIJOS,ruizhijosinmobiliaria@gmail.com,40,https://cabaprop.com.ar/_ruiz_hijos/81130/propiedades/comprar?pagina=1,,,01149864862,01149864862,
Romina Alejandra Coria,rominacoria.martillerapublica90@gmail.com,7,https://cabaprop.com.ar/_romina_alejandra_coria/84211/propiedades/comprar?pagina=1,7,https://cabaprop.com.ar/_romina_alejandra_coria/84211/propiedades/comprar?pagina=1,541168045744,1168045744,
Rossi Propiedades S.R.L.,info@rossi-propiedades.com.ar,24,https://cabaprop.com.ar/_rossi_propiedades_s.r.l./82746/propiedades/comprar?pagina=1,24,https://cabaprop.com.ar/_rossi_propiedades_s.r.l./82746/propiedades/comprar?pagina=1,541156657371,4831-9322,
SABAJ SOLUCIONES INMOBILIARIAS,sabajpropiedades@hotmail.com,11,https://cabaprop.com.ar/_sabaj_soluciones_inmobiliarias/81122/propiedades/comprar?pagina=1,11,https://cabaprop.com.ar/_sabaj_soluciones_inmobiliarias/81122/propiedades/comprar?pagina=1,1134028888,48418600,
SALAYA ROMERA,adm.recoleta@salayaromera.com,64,https://cabaprop.com.ar/_salaya_romera/82210/propiedades/comprar?pagina=1,64,https://cabaprop.com.ar/_salaya_romera/82210/propiedades/comprar?pagina=1,1565643204,48241001,
SALOMON NEGOCIOS INMOBILIARIOS,ariel@inmobiliariasalomon.com.ar,29,https://cabaprop.com.ar/_salomon_negocios_inmobiliarios/82012/propiedades/comprar?pagina=1,29,https://cabaprop.com.ar/_salomon_negocios_inmobiliarios/82012/propiedades/comprar?pagina=1,,541158799841,
SALVADOR MELO PROPIEDADES,info@melo-propiedades.com,85,https://cabaprop.com.ar/_salvador_melo_propiedades/81086/propiedades/comprar?pagina=1,85,https://cabaprop.com.ar/_salvador_melo_propiedades/81086/propiedades/comprar?pagina=1,541127336696,541127336696,
SAN ROMAN PROPIEDADES,sanromanprop@gmail.com,12,https://cabaprop.com.ar/_san_roman_propiedades/80976/propiedades/comprar?pagina=1,,,+54 9 11 4972-8825,541149728825,
SANDRA RAMIREZ BIENES RAICES,sandraliramirez232@gmail.com,11,https://cabaprop.com.ar/_sandra_ramirez_bienes_raices/83286/propiedades/comprar?pagina=1,11,https://cabaprop.com.ar/_sandra_ramirez_bienes_raices/83286/propiedades/comprar?pagina=1,,541159236763,
SANFELIPPO PROPIEDADES,info@sanfelippopropiedades.com.ar,23,https://cabaprop.com.ar/_sanfelippo_propiedades/83876/propiedades/comprar?pagina=1,23,https://cabaprop.com.ar/_sanfelippo_propiedades/83876/propiedades/comprar?pagina=1,1133888009,541152528009,
SANTIAGO JANNOT PROPIEDADES,belgrano@jannot.com.ar,57,https://cabaprop.com.ar/_santiago_jannot_propiedades/82242/propiedades/comprar?pagina=1,57,https://cabaprop.com.ar/_santiago_jannot_propiedades/82242/propiedades/comprar?pagina=1,+5491151825185,541151825185,
SANTIAGO OBARRIO REAL ESTATE DEVELOPER,gustavoprelato@santiagoobarrio.com,6,https://cabaprop.com.ar/_santiago_obarrio_real_estate_developer/83445/propiedades/comprar?pagina=1,6,https://cabaprop.com.ar/_santiago_obarrio_real_estate_developer/83445/propiedades/comprar?pagina=1,,541141806800,
SBI Propiedades,sbiinmobiliaria@hotmail.com,120,https://cabaprop.com.ar/_sbi_propiedades/84201/propiedades/comprar?pagina=1,120,https://cabaprop.com.ar/_sbi_propiedades/84201/propiedades/comprar?pagina=1,,1157584830,
SDR PROPIEDADES,info@sdrpropiedades.com,24,https://cabaprop.com.ar/_sdr_propiedades/81507/propiedades/comprar?pagina=1,24,https://cabaprop.com.ar/_sdr_propiedades/81507/propiedades/comprar?pagina=1,,30705405,
SERVICIOS INMOBILIARIOS DE CAPURRO GASTON,gcapurro76@yahoo.com.ar,16,https://cabaprop.com.ar/_servicios_inmobiliarios_de_capurro_gaston/81290/propiedades/comprar?pagina=1,,,541135990080,541135990080,
SISRO PROPIEDADES,ks@sisropropiedades.com.ar,12,https://cabaprop.com.ar/_sisro_propiedades/83915/propiedades/comprar?pagina=1,,,541140312308,11 4031-2308,
SORIANO PROPIEDADES,sorianoprop@yahoo.com.ar,13,https://cabaprop.com.ar/_soriano_propiedades/81468/propiedades/comprar?pagina=1,13,https://cabaprop.com.ar/_soriano_propiedades/81468/propiedades/comprar?pagina=1,,44319150 1551272227,
SOSA&VIVANCO NEGOCIOS INMOBILIARIOS,capital@sosavivanco.com,33,https://cabaprop.com.ar/_sosavivanco_negocios_inmobiliarios/83105/propiedades/comprar?pagina=1,33,https://cabaprop.com.ar/_sosavivanco_negocios_inmobiliarios/83105/propiedades/comprar?pagina=1,,541151821364,
SOTELO PROPIEDADES,info@sotelopropiedades.com.ar,21,https://cabaprop.com.ar/_sotelo_propiedades/81310/propiedades/comprar?pagina=1,21,https://cabaprop.com.ar/_sotelo_propiedades/81310/propiedades/comprar?pagina=1,+5491125267453,45012100,
SOUTO PROPIEDADES,soutoprop@hotmail.com,12,https://cabaprop.com.ar/_souto_propiedades/81943/propiedades/comprar?pagina=1,,,1161006165,541161006165,
SPERONI PROPIEDADES,florencia.speroni@hotmail.com,11,https://cabaprop.com.ar/_speroni_propiedades/81508/propiedades/comprar?pagina=1,,,541167938449,541169991320,
SRC PROPIEDADES,soniarcastelli@gmail.com,8,https://cabaprop.com.ar/_src_propiedades/81224/propiedades/comprar?pagina=1,8,https://cabaprop.com.ar/_src_propiedades/81224/propiedades/comprar?pagina=1,,65106168,
STANCATO PROPIEDADES,stancatopropiedadespalermo@gmail.com,38,https://cabaprop.com.ar/_stancato_propiedades/83049/propiedades/comprar?pagina=1,38,https://cabaprop.com.ar/_stancato_propiedades/83049/propiedades/comprar?pagina=1,541156222909,11 5622-2909,
STRANGIS PROPIEDADES,strangispropiedades@gmail.com,55,https://cabaprop.com.ar/_strangis_propiedades/81125/propiedades/comprar?pagina=1,55,https://cabaprop.com.ar/_strangis_propiedades/81125/propiedades/comprar?pagina=1,5491164695730,5491168595348,
Schiaffino Servicios Inmobiliarios,administracion@aschiaffino.com,105,https://cabaprop.com.ar/_schiaffino_servicios_inmobiliarios/84296/propiedades/comprar?pagina=1,105,https://cabaprop.com.ar/_schiaffino_servicios_inmobiliarios/84296/propiedades/comprar?pagina=1,541170016600,1170016600,
Silca Propiedades,info@silcapropiedades.com,8,https://cabaprop.com.ar/_silca_propiedades/84206/propiedades/comprar?pagina=1,8,https://cabaprop.com.ar/_silca_propiedades/84206/propiedades/comprar?pagina=1,1158443012,1158443012,
Silvana,consultorainmobiliaria1055@gmail.com,22,https://cabaprop.com.ar/_silvana/84158/propiedades/comprar?pagina=1,22,https://cabaprop.com.ar/_silvana/84158/propiedades/comprar?pagina=1,011 3422 4441,1131988769,
TEGLIA PROPIEDADES,danieltpropiedades@gmail.com,9,https://cabaprop.com.ar/_teglia_propiedades/83123/propiedades/comprar?pagina=1,9,https://cabaprop.com.ar/_teglia_propiedades/83123/propiedades/comprar?pagina=1,,541140646326,
THE UNION PROPIEDADES,info@theunionpropiedades.com,153,https://cabaprop.com.ar/_the_union_propiedades/82281/propiedades/comprar?pagina=1,153,https://cabaprop.com.ar/_the_union_propiedades/82281/propiedades/comprar?pagina=1,,49629888,
TIEMPO,mirtamoleiro@hotmail.com,17,https://cabaprop.com.ar/_tiempo/81326/propiedades/comprar?pagina=1,,,1166570618,1168578534,
TOMASCO PROPIEDADES,gustavotomasco@fibertel.com.ar,49,https://cabaprop.com.ar/_tomasco_propiedades/83740/propiedades/comprar?pagina=1,,,+5491149276986,541149276986,
TORIJA Propiedades,info@torijabienesraices.com.ar,15,https://cabaprop.com.ar/_torija_propiedades/83994/propiedades/comprar?pagina=1,,,1131657390,45678149,
TORRES PEPE & ASOCIADOS - ASESORES INMOBILIARIOS,torrespepe@som.com.ar,18,https://cabaprop.com.ar/_torres_pepe__asociados_-_asesores_inmobiliarios/82797/propiedades/comprar?pagina=1,,,,541143260203,
TOSCANO PROPIEDADES,toscanopropiedades@hotmail.com,18,https://cabaprop.com.ar/_toscano_propiedades/82137/propiedades/comprar?pagina=1,,,,1122557311,
TRINGALI,info@tringaliprop.com.ar,168,https://cabaprop.com.ar/_tringali/81148/propiedades/comprar?pagina=1,168,https://cabaprop.com.ar/_tringali/81148/propiedades/comprar?pagina=1,1157159391,541157159391,
Teresa Coppola Soluciones Inmobiliarias,ventas@teresacoppola.com.ar,31,https://cabaprop.com.ar/_teresa_coppola_soluciones_inmobiliarias/83230/propiedades/comprar?pagina=1,,,5491169790029,54-11-31044017,
Uma Bienes Raices,info@umabienesraices.com,9,https://cabaprop.com.ar/_uma_bienes_raices/84254/propiedades/comprar?pagina=1,9,https://cabaprop.com.ar/_uma_bienes_raices/84254/propiedades/comprar?pagina=1,,1124561993,
VALERIA LÓPEZ PROPIEDADES,info@lopezpropiedades.com.ar,24,https://cabaprop.com.ar/_valeria_lopez_propiedades/82771/propiedades/comprar?pagina=1,,,+5491144013759,2003-4088,
VALJOR PROPIEDADES,valjor@valjor.com,145,https://cabaprop.com.ar/_valjor_propiedades/83893/propiedades/comprar?pagina=1,145,https://cabaprop.com.ar/_valjor_propiedades/83893/propiedades/comprar?pagina=1,54-1169114141,541169114141,
VALORES REALES ESTUDIO INMOBILIARIO,info@valoresreales.com,30,https://cabaprop.com.ar/_valores_reales_estudio_inmobiliario/83481/propiedades/comprar?pagina=1,30,https://cabaprop.com.ar/_valores_reales_estudio_inmobiliario/83481/propiedades/comprar?pagina=1,,541140415470,
VARELA PROPIEDADES,consultasvarelainmobiliaria@gmail.com,199,https://cabaprop.com.ar/_varela_propiedades/82153/propiedades/comprar?pagina=1,199,https://cabaprop.com.ar/_varela_propiedades/82153/propiedades/comprar?pagina=1,01150282689,48569931,
VARELA VILLALBA PROPIEDADES S.A.S.,varelavillalbapropiedades@gmail.com,42,https://cabaprop.com.ar/_varela_villalba_propiedades_s.a.s./81168/propiedades/comprar?pagina=1,42,https://cabaprop.com.ar/_varela_villalba_propiedades_s.a.s./81168/propiedades/comprar?pagina=1,+5491135119440,541135119440,
VARNI PROPIEDADES,info@rvarni.com.ar,14,https://cabaprop.com.ar/_varni_propiedades/81385/propiedades/comprar?pagina=1,14,https://cabaprop.com.ar/_varni_propiedades/81385/propiedades/comprar?pagina=1,,541145741444,
VEGA ORGANIZACION INMOBILIARIA,info@vegavende.com.ar,80,https://cabaprop.com.ar/_vega_organizacion_inmobiliaria/83266/propiedades/comprar?pagina=1,80,https://cabaprop.com.ar/_vega_organizacion_inmobiliaria/83266/propiedades/comprar?pagina=1,,541145232700,
VERARDI PROPIEDADES,verardiprop@hotmail.com,9,https://cabaprop.com.ar/_verardi_propiedades/83849/propiedades/comprar?pagina=1,9,https://cabaprop.com.ar/_verardi_propiedades/83849/propiedades/comprar?pagina=1,+5491159091696,541159444744,
VICTORINO DE LA PLAZA,gestiones@victorinodelaplaza.com,32,https://cabaprop.com.ar/_victorino_de_la_plaza/82163/propiedades/comprar?pagina=1,,,,5491122543051,
VIDIGH PROPIEDADES,admvidigh@gmail.com,26,https://cabaprop.com.ar/_vidigh_propiedades/82952/propiedades/comprar?pagina=1,,,541156557454,11 5655-7454,
VILLEGAS REAL ESTATE,mev@villegasrealestate.com.ar,49,https://cabaprop.com.ar/_villegas_real_estate/83715/propiedades/comprar?pagina=1,49,https://cabaprop.com.ar/_villegas_real_estate/83715/propiedades/comprar?pagina=1,11 3048 8995,541130488995,
VINCENTI NEGOCIOS INMOBILIARIOS,ayalanegocios@gmail.com,15,https://cabaprop.com.ar/_vincenti_negocios_inmobiliarios/81704/propiedades/comprar?pagina=1,15,https://cabaprop.com.ar/_vincenti_negocios_inmobiliarios/81704/propiedades/comprar?pagina=1,541153883141,43042280,
VINELLI,matias@vinelli.com.ar,34,https://cabaprop.com.ar/_vinelli/81662/propiedades/comprar?pagina=1,34,https://cabaprop.com.ar/_vinelli/81662/propiedades/comprar?pagina=1,541154043830,4343-7881,
VIVIR PROPIEDADES,vivirpropiedades@vivirpropiedades.com.ar,107,https://cabaprop.com.ar/_vivir_propiedades/81439/propiedades/comprar?pagina=1,107,https://cabaprop.com.ar/_vivir_propiedades/81439/propiedades/comprar?pagina=1,541170137959,4544-3637,
Valdes Inmuebles,vinmueblesar@gmail.com,25,https://cabaprop.com.ar/_valdes_inmuebles/84301/propiedades/comprar?pagina=1,25,https://cabaprop.com.ar/_valdes_inmuebles/84301/propiedades/comprar?pagina=1,541166795022,1166795022,
WALTERPORTA,dptoinmobiliario@walterporta.com.ar,145,https://cabaprop.com.ar/_walterporta/81608/propiedades/comprar?pagina=1,,,1136102345,541136102345,
YACOPINO INMOBILIARIAS,info@yacopino.com,14,https://cabaprop.com.ar/_yacopino_inmobiliarias/82489/propiedades/comprar?pagina=1,14,https://cabaprop.com.ar/_yacopino_inmobiliarias/82489/propiedades/comprar?pagina=1,5491144243644,44031727,
YANKEL GROUP,yankelgroup@outlook.com.ar,252,https://cabaprop.com.ar/_yankel_group/82422/propiedades/comprar?pagina=1,252,https://cabaprop.com.ar/_yankel_group/82422/propiedades/comprar?pagina=1,5491134045855,541148064541,
ZAPICO CUENCA PROPIEDADES,gra_zapi@yahoo.com.ar,18,https://cabaprop.com.ar/_zapico_cuenca_propiedades/82382/propiedades/comprar?pagina=1,,,,0541151232993,
ZELMA PROPIEDADES,zelmaprop@gmail.com,16,https://cabaprop.com.ar/_zelma_propiedades/81510/propiedades/comprar?pagina=1,16,https://cabaprop.com.ar/_zelma_propiedades/81510/propiedades/comprar?pagina=1,1130744167,48241020,
ZIADE REALTY ARGENTINA,info@ziaderealty.com,97,https://cabaprop.com.ar/_ziade_realty_argentina/81145/propiedades/comprar?pagina=1,97,https://cabaprop.com.ar/_ziade_realty_argentina/81145/propiedades/comprar?pagina=1,541131556007,011 7078 0627,
